,brand,jenis
2228,MEPHOS 56P*,Fumigan
2229,"PERINTIS 225/5,1 SL",Herbisida
2230,CONCRETE 50 EC,Zat Pengatur Tumbuh Tanaman
2231,MANUVER 400 SL,Insektisida
2232,Glufosinate-ammonium 95% TC,Herbisida
2233,DECIS 25 EC,Insektisida
2234,MATRIX WIN 300 EC,Insektisida
2235,TOPNIL 50 SC,Insektisida
2236,HYVAR 80 WP,Herbisida
2237,HIT EXPERT 0.26 AE (WB),Pestisida Rumah Tangga
2238,MAZOTAM 200 SC,Insektisida
2239,Brown up 490 SL,Herbisida
2240,BENDAS 50 WP,Fungisida
2241,ENKASUL 150 SL,Herbisida
2242,BESCOZEB 80 WP,Fungisida
2243,NARALLY 20 WP,Herbisida
2244,BENEFIT 75 WP ,Fungisida
2245,Meganium 200 EC,Bahan pengawet kayu
2246,BESTCRON 500 EC,Insektisida
2247,SAGRI-ZEB 85 WP,Fungisida
2248,LANG-KIL 276 SL,Herbisida
2249,DORUM 350 SC,Fungisida
2250,BM PRONEB 70 WP,Fungisida
2251,AGRINEEM 0.03 EC,Insektisida
2252,GRACULA 130/50 EC,Herbisida
2253,PROKSI 500 EC,Insektisida
2254,VERTIMEC 84 SC,Insektisida
2255,INSTOP 311 EC,Insektisida
2256,ABACROSS 50 EC,Insektisida
2257,CEVYA 400 SC,Fungisida
2258,CLARAZEB 60 WP,Fungisida
2259,MANDAR 45 WP,Insektisida
2260,OBLIVION 180/120 SC,Insektisida
2261,KONTAXONE 310 SL*,Herbisida
2262,DEMORF 500 SC,Fungisida
2263,PROMORIS 250/5 SL,Herbisida
2264,PROMOZE 250 EC,Fungisida
2265,BM BENTA-Q 480 SL,Herbisida
2266,GIGA 135 SL,Herbisida
2267,AAKROSH 50 EC,Insektisida
2268,NOMOS ONE PUSH 21.7AE,Pestisida Rumah Tangga
2269,ATHENZ 33 EC,Insektisida
2270,FESTANS 80 WP,Fungisida
2271,Roundup Ultramax 698 SL,Herbisida
2272,DIVAXONE 243 SL,Herbisida
2273,VALANCE 288 EC,Herbisida
2274,FIPRONIL 95 TC,Insektisida
2275,MADGIB 20 TB,Zat Pengatur Tumbuh Tanaman
2276,"OMNI-BAIT 0,003 BB",Rodentisida
2277,TROBINTOP 250/150 SC,Fungisida
2278,ABLE 100 EC,Insektisida
2279,ETEPON 70 TC,Zat Pengatur Tumbuh Tanaman
2280,CHLORFENAPYR 97 TC,Insektisida
2281,DESKOR 95 WP,Zat Pengatur Tumbuh Tanaman
2282,PRIMAZOL 250 EC,Fungisida
2283,TORERO 80 WP,Herbisida
2284,NOSTRO 440 EC,Fungisida
2285,BARLEY 80 SP,Insektisida
2286,ANTA 50 EC,Insektisida
2287,HIT 8.09 LV,Pestisida Rumah Tangga
2288,SATURN-D 6 GR,Herbisida
2289,VAPE 0.5 AL,Pestisida Rumah Tangga
2290,METARIZEP WP,Insektisida
2291,ZESBAN 480 EC,Insektisida
2292,Omacide 30 IPBC Industrial Fungicide,Pestisida lain-lain
2293,LUFU 150 SC,Insektisida
2294,POSPIT 80 P,Rodentisida
2295,JAMATE 480 SL,Herbisida
2296,VERPECTION 400 EC,Insektisida
2297,SNATCH 50/10 WG,Insektisida
2298,PIPERONYL BUTOXIDE 95 TC,Pestisida lain-lain
2299,IMIDACLOPRID 97 % TC,Insektisida
2300,HEROLE 240 SC,Insektisida
2301,BIONEB 79 WP,Fungisida
2302,GREENACOL 70 WP,Fungisida
2303,PROXON 200 SL,Herbisida
2304,PARATONE 280 SL,Herbisida
2305,DETANNEB 80 WP,Fungisida
2306,Gallery 403 SL,Insektisida
2307,DKMETOAR 400 EC,Insektisida
2308,PASSXONE 276 SL ,Herbisida
2309,ONESTAR 275 EC,Herbisida
2310,TEBAS 276 SL,Herbisida
2311,GARDAXONE 200 SL*,Herbisida
2312,BM REAPER 500/50 SC,Herbisida
2313,TINK 70 WG,Insektisida
2314,KANON 400 EC,Insektisida
2315,PARAQUAT 45 TC,Herbisida
2316,BIGEST 20 TB,Zat Pengatur Tumbuh Tanaman
2317,SEA-NINE™ 211 (N) Antifouling Agent ,Pestisida lain-lain
2318,PYTROSAN 50/20 WG,Insektisida
2319,PMD 70 TA,Repelen
2320,BM NOTIKUS 0.005 BB,Rodentisida
2321,FEROMON-EXI,Atraktan / Feromon
2322,MIAMI 50 WP,Insektisida
2323,GRASS BUSTER 500 SL,Herbisida
2324,HIT 0.15 AE,Pestisida Rumah Tangga
2325,KOMPITOR 200 SL,Insektisida
2326,METSULFURON METHYL 96 TC,Herbisida
2327,WHIMAS 6 GR,Moluskisida
2328,BAYOGITON 500 SL,Insektisida
2329,ONE PUSH VAPE 24 AE,Pestisida Rumah Tangga
2330,GLUFOSINATE-AMMONIUM 95 TC,Herbisida
2331,BONUM 610 SC,Herbisida
2332,POLARAM 80 WP,Fungisida
2333,VECTRON 100 EW,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2334,GOLD UP 480 SL,Herbisida
2335,LUNA SMART 250/250 SC,Fungisida
2336,WINDER 25 WP,Insektisida
2337,MANCOTHANE 80 WP,Fungisida
2338,Bulfidor 300 SC,Insektisida
2339,Methyl Metsulfuron 92 TC,Pestisida lain-lain
2340,SAGA 250/250 SC,Fungisida
2341,STARBUD-PLUS575 EC,Insektisida
2342,PANZER 290 SL ,Insektisida
2343,RUDOR 5 WP,Insektisida
2344,SIVANTO PRIME 200 SL,Insektisida
2345,TRICHO PLUS AP,Fungisida
2346,DKBINOVA 100 SC,Insektisida
2347,NARAZEB 80 WP,Fungisida
2348,AZZA 500 SC,Fungisida
2349,AGROFOS 480EC,Insektisida
2350,PREVENTOL TM-CE 25,Insektisida
2351,AP2 385 FS,Fungisida
2352,BPMC 96 TC,Insektisida
2353,RAYDENT 200 EC,Insektisida
2354,SANFIDOR 200 SL,Insektisida
2355,GHOZI 160/20 OD,Insektisida
2356,CHLORPYRIFOS 97 TC,Insektisida
2357,"INDOFUME 99,8 GA",Fumigan
2358,CUMORA 500 SC,Fungisida
2359,METAPRIMA 20 WG,Herbisida
2360,NORBT 75 WP,Fungisida
2361,PRASSIDA 125 SC,Herbisida
2362,OBLIVION 180/120 SC ,Insektisida
2363,Wisesa Phosphide 56 TB*,Fumigan
2364,CYPERMETHRIN 93 TC,Insektisida
2365,DINGO 30 EC,Insektisida
2366,COLONI 18 EC,Insektisida
2367,SIDAFUR 3 GR,Insektisida
2368,E-TOMIL 45 SP,Insektisida
2369,AGIL 100 EC,Herbisida
2370,STROBY 50 WG,Fungisida
2371,BLADE 100 SC ,Herbisida
2372,RAINKOPRAL 60 WG,Fungisida
2373,FORESTER 550/20 EC,Insektisida
2374,COSTRA 250 SC,Zat Pengatur Tumbuh Tanaman
2375,LARES 550 SC,Herbisida
2376,JORDAN 5 GR,Insektisida
2377,SCUDETO 20 WP,Fungisida
2378,CYMOXANIL 98 TC,Fungisida
2379,TETUKO 250 SL,Herbisida
2380,ASHIAP 18 EC,Insektisida
2381,BLASIL 270/230 SE,Fungisida
2382,Wenda 20 WP,Fungisida
2383,VECTRON 20 WP,Insektisida
2384,INTACE B-350,Fungisida
2385,PENALTY 50 SC,Insektisida
2386,VAPE A 0.78 AE,Pestisida Rumah Tangga
2387,FILIMAX 650 SC,Fungisida
2388,LATREX 400 EC,Bahan pengawet kayu
2389,METAZEB 80 WP,Fungisida
2390,GLITTER 70 WG,Insektisida
2391,BT-PLUS WP,Insektisida
2392,"KINGKONG 0,088 MC",Pestisida Rumah Tangga
2393,TRENDY 20 WP,Herbisida
2394,SAGRI-CORE 300 EC ,Fungisida
2395,EXPERT-PLUS 230 EC,Insektisida
2396,DELTAMETRIN 98 TC,Insektisida
2397,PROTEK 300/50 EC ,Insektisida
2398,PRIAXOR 500 SC,Fungisida
2399,FRONTIER 500 SC,Fungisida
2400,MAYORAL 350 SL,Herbisida
2401,JOSSTIIN 500 SC,Insektisida
2402,MITRATIN 200 EC,Insektisida
2403,SULPHORUS 80 WG,Fungisida
2404,CRIPTAN 250 EC,Moluskisida
2405,GALAXY 400 SC,Fungisida
2406,EPOKSTAR 80 WP,Fungisida
2407,MAXFORCE FORTE 0.05 GEL,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2408,MATARIN 50 EC,Insektisida
2409,ATABRON 50 EC,Insektisida
2410,PATRA 27 WP,Fungisida
2411,JAGOAN 550/100 EC,Insektisida
2412,BATARA 135 SL,Herbisida
2413,CHITHAN 80 WP,Fungisida
2414,BIGEST 40 EC,Zat Pengatur Tumbuh Tanaman
2415,TARGENA 228 SC ,Fungisida
2416,METSULFURON-METHYL 97 TC,Herbisida
2417,HIT 0.26 AE,Pestisida Rumah Tangga
2418,SIBUTOX 6 GR,Moluskisida
2419,QUIN 250 EC,Insektisida
2420,Dessin 50 EC,Insektisida
2421,TUFORDI 865 SL,Herbisida
2422,PORYZA 400 SL,Insektisida
2423,BARMONE 100 EC,Insektisida
2424,ENDURE 120 SC,
2425,KIMIRU 45 WP,Herbisida
2426,KOGETA 400 SC,Herbisida
2427,WALANG 50 EC,Insektisida
2428,GROUNDUP EVO 490 SL,Herbisida
2429,TUFOMIN 865 SL,Herbisida
2430,DKPOXIBEN 250 SC,Fungisida
2431,AKSIBAT 20/60 WP,Fungisida
2432,VAPE 0.37 AE,Pestisida Rumah Tangga
2433,BENTAN 60 WP,Moluskisida
2434,DAVINCI 17/8 WG,Insektisida
2435,TEMBOTRION 95 TC,Herbisida
2436,PRIMA-GUARD 480 EC,Herbisida
2437,DEFRON 500 SL,Insektisida
2438,"TURRIMAXONE 305,9 SL*",Herbisida
2439,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman
2440,ENCLOR 328 SC,Insektisida
2441,SIGENT 60 WG,Insektisida
2442,K-KINGFIELD 60/20 WG,Insektisida
2443,NATRIUM BISPIRIBAK 97 TC,Herbisida
2444,FURIZEB 80 WP,Fungisida
2445,CHLOROTHALONIL 98 TC,Fungisida
2446,DEET 95 TC,Pestisida lain-lain
2447,GLYPHOSATE MONOAMMONIUM 38 TC,Herbisida
2448,CHIEF 480 SL,Herbisida
2449,E-AZOKING 400 SC,Fungisida
2450,PYRAZOSULFURON ETHYL 98 TC,Herbisida
2451,PUMARIS 240 SL,Herbisida
2452,INVERIS GOLD 50/25 DC,Insektisida
2453,PRAMEX 40 SP,Insektisida
2454,FLOTEX 10 PA,Zat Pengatur Tumbuh Tanaman
2455,SLUGONE 300 EC,Moluskisida
2456,BEN UP 480 SL,Herbisida
2457,MACSPRAY 76.4 WP,Herbisida
2458,BESSNAIL 45 WP,Moluskisida
2459,Bastamet 155 SL,Herbisida
2460,GARLON 670 EC,Herbisida
2461,FASTGOPAZ 50 SC,Fungisida
2462,DETAZEB 80 WP,Fungisida
2463,"ARIZOL 32,5/5 WP",Herbisida
2464,ASPRIL 50 SC,Insektisida
2465,Proxel 106 Preservative,Pestisida lain-lain
2466,AMCOMIN 865 SL,Herbisida
2467,PYRDON 480 EC,Herbisida
2468,RUNNER 240  SC,Insektisida
2469,RHODIAMINE 865 SL,Herbisida
2470,APIRO 550.8 SC,Herbisida
2471,GLIFO 62 TC,Herbisida
2472,REGIMENT 480 SL,Herbisida
2473,ZEPHYR 80 WP,Fungisida
2474,Nama / Merek Dagang,
2475,AGENT 50 SC,Insektisida
2476,CYPERMETHRIN 94 TK,Insektisida
2477,EKSTRAKLIN 276 SL,Herbisida
2478,BM CANTAS 40 WP,Herbisida
2479,ROLICRON 500 EC,Insektisida
2480,ROLIXONE 276 SL*,Herbisida
2481,VAPE 0.105 MC,Pestisida Rumah Tangga
2482,FLIESAWAY 1.4 AE,Pestisida Rumah Tangga
2483,ROTEEN 75 SP,Insektisida
2484,ACTICIDE MV,Fungisida
2485,BIOX P199,Fungisida
2486,LARISMA 200 EC,Insektisida
2487,JOKER 75 SP,Insektisida
2488,METSULINDO PLUS 76/4 WP,Herbisida
2489,KEMPO 400 SL,Insektisida
2490,INTERCIDE DBF 10 DOTP,Fungisida
2491,BIGTOX 0.25 MC,Pestisida Rumah Tangga
2492,ATHLETE 90 TC,Zat Pengatur Tumbuh Tanaman
2493,ABAMITE 18 EC,Insektisida
2494,KONTAXONE 310 SL*,Herbisida
2495,COWBRAND 0.03 MC,Pestisida Rumah Tangga
2496,ALITOPAN 24 WP,Herbisida
2497,DKLUFEM 50 WG,Insektisida
2498,DEBEST 200/20 EC,Insektisida
2499,SUNMAX 500 SC,Herbisida
2500,ANJANIE 300 EC,Insektisida
2501,SYUR-UP 625 SL,Herbisida
2502,NANOTRON 100/100 SC,Fungisida
2503,BACTOCYN 150 AL,Bakterisida
2504,SUGARINA 500 SC ,Herbisida
2505,PASTIFAT 75 SP,Insektisida
2506,INDOKOR 250 EC,Fungisida
2507,DKZOL EXTRA 300 EC,Fungisida
2508,"OMNI-BAIT 0,003 BB",Rodentisida
2509,NOMOS ONE PUSH 7.1 AE,Pestisida Rumah Tangga
2510,MESOTRIONE 97 TC,Herbisida
2511,IMPACT 25 EC,Insektisida
2512,PUSH 30/300 OD,Herbisida
2513,STARPHOSAT 240 SL,Herbisida
2514,CYPERMAX 100 EC,Insektisida
2515,VAPE 6.1 LV,Pestisida Rumah Tangga
2516,COBASEPTEMBER 6,Bakterisida
2517,FORMAT 360/120 SL,Herbisida
2518,IMIN 865 SL,Herbisida
2519,PHOSTOXIN 56 TB,Fumigan
2520,"2,4-D 98 TC",Herbisida
2521,FEROKOP 90 BB,Atraktan / Feromon
2522,RENZO EXTRA 250 SC,Fungisida
2523,TAKEOVER 505 SL,Insektisida
2524,REAKTIF 490 SL,Herbisida
2525,VENATOR 550 SC,Herbisida
2526,Meganium 200 EC,Bahan pengawet kayu
2527,ANIXAM 60/20 WG,Insektisida
2528,C-PHOS 56 TB*,Fumigan
2529,URANUS 90 WP,Fungisida
2530,VENTORY 865 SL,Herbisida
2531,AGADI 50 SC,Insektisida
2532,PASSPORT 180/20 SC,Insektisida
2533,PRIMA-CLINK 100/200 SC,Fungisida
2534,IPA GLYPHOSATE 62 TC,Herbisida
2535,PHOSTHENE 97 WG,Insektisida
2536,STARFAT 80 SP,Insektisida
2537,CENTADINE 450 SL,Insektisida
2538,RRIDAWEED 480 SL,Herbisida
2539,MORSHEL 250 EC,Insektisida
2540,REZIM 90 WG,Herbisida
2541,SAROMYL 35 SD,Fungisida
2542,FLORIC 340 EC,Insektisida
2543,JHEBRED 20 EC,Insektisida
2544,CROWN 100 EC,Bahan pengawet kayu
2545,TASTOAT 400 EC,Insektisida
2546,VAPE 4.0 LV,Pestisida Rumah Tangga
2547,SINARON 80 WP,Herbisida
2548,GOBEST 250 SC,Zat Pengatur Tumbuh Tanaman
2549,DEMETER 5.7 SG,Insektisida
2550,VAPE LIQUID e45 LV,Pestisida Rumah Tangga
2551,VENOP 60 WP,Insektisida
2552,BRANTAXONE 276 SL*,Herbisida
2553,"APISON 51,5 DG",Fungisida
2554,KENSBAN 400 EC,Insektisida
2555,GOODTOP 250 SL,Herbisida
2556,FENTIN ASETAT 95 TC,Moluskisida
2557,SUN UP 480 SL,Herbisida
2558,BAYLUSCIDE 250 EC,Moluskisida
2559,ANIMO 150 SL,Herbisida
2560,PRIMA-CARB 500 EC,Insektisida
2561,AMETRYN 95 TC,Herbisida
2562,E-GOLD 280/40 OD,Herbisida
2563,KANON RX 100 EC,Insektisida
2564,MUSCADOWN 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2565,MESTI-UP 490 SL,Herbisida
2566,ASTERTRIN 250 EC,Insektisida
2567,RESIK 550 SC,Herbisida
2568,"TAWON 0,068 MC",Pestisida Rumah Tangga
2569,HERLING 150 SL,Herbisida
2570,Spider 200 EC,Insektisida
2571,ARFO 30 EC,Insektisida
2572,CYPERMETHRIN 92 TC,Insektisida
2573,QUICKPHOS 56 T*,Fumigan
2574,PAPANDAYAN 486 SL,Herbisida
2575,ALEXIS 70 WP,Fungisida
2576,Manzate 82 WP,Fungisida
2577,KOMBOS 480 SL,Herbisida
2578,FULLERTON 40 SP,Insektisida
2579,PROTECT 40/35 WP,Insektisida
2580,GLYPHOSATE 95 TC,Herbisida
2581,"KINGKONG 0,088 MC",Pestisida Rumah Tangga
2582,FUSILADE FORTE 150 EC,Herbisida
2583,WINYARD 70 WP ,Insektisida
2584,BURROW 0.005 BB  ,Rodentisida
2585,ECHO 36 WP,Herbisida
2586,BAZOKA 80 WP,Fungisida
2587,YUTAQUAT 138 SL,Herbisida
2588,CONFIDOR 200 SL,Insektisida
2589,PROMOLLY 20 WG,Herbisida
2590,ASIATOP 288 SL*,Herbisida
2591,COBA Februari 2022,Akarisida
2592,PARAKUAT DIKLORIDA 42 TC  ,Herbisida
2593,"MATENO UP 160/5,1 SL",Herbisida
2594,BIOCRON 500 EC,Insektisida
2595,SAGRI-SHIELD 20/20 WP,Fungisida
2596,SADDLER 80 WG,Insektisida
2597,TALON 0.005 BB,Rodentisida
2598,SORALIS 550 SC,Herbisida
2599,Bastamet 155 SL,Herbisida
2600,DAMARON 50/550 EC,Insektisida
2601,Innosei ® IT,Bakterisida
2602,KINGSTAR 84 WG,Fungisida
2603,METRO 18 EC,Insektisida
2604,GAVIN 35 WP,Insektisida
2605,BM ZEBCO 80 WP,Fungisida
2606,KLEENUP 480 SL,Herbisida
2607,PERLAN 38 SL,Zat Pengatur Tumbuh Tanaman
2608,BITOP 531 SL,Herbisida
2609,RIPELLA 130 SL,Pestisida Rumah Tangga
2610,FOLICUR 430 SC,Fungisida
2611,AMARILIS 25 EC,Bahan pengawet kayu
2612,Densil DF ANTIMICROBIAL,Fungisida
2613,KATROL 10 PA,Zat Pengatur Tumbuh Tanaman
2614,ACTICIDE ® B20,Bakterisida
2615,ATRES 500/50 SC,Herbisida
2616,STARNER 20 WP,Bakterisida
2617,ROLIXONE 276 SL* ,Herbisida
2618,STARPLUS 70 WP,Fungisida
2619,PILAREG 105 SC,Insektisida
2620,EMERGE 300 EC,Fungisida
2621,HOMEGUARD 250 EW,Bahan pengawet kayu
2622,SIME EBOR BAITS 0.05 BB,Rodentisida
2623,LU 50 EW,Insektisida
2624,TURMADAN 328 SL,Herbisida
2625,WRAPUP 480 SL,Herbisida
2626,BALISTIC 50 SC,Insektisida
2627,LIVANTO 100 EC,Herbisida
2628,SOLITAIRE 200 SL,Herbisida
2629,PROSPER 85 WP,Bakterisida
2630,KACHI 175 SC,Insektisida
2631,CYPERMETHRIN 93 TC,Insektisida
2632,OXAMYL 5 GR,Insektisida
2633,DETRANS-1209 5 ME,Insektisida
2634,TORAM 25 SP,Insektisida
2635,TREBON 95 EC,Insektisida
2636,PRIMADECO WP,Fungisida
2637,MAULANET 0.11 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2638,KLENSECT 200 EC,Insektisida
2639,RATILON 0.5 P,Rodentisida
2640,ZESBAN 480 EC,Insektisida
2641,BESISTAN 60 WP,Moluskisida
2642,HIT 66.667 MV,Pestisida Rumah Tangga
2643,OMETRIN 500 SC,Herbisida
2644,PIRANHA 250 SL,Herbisida
2645,CYPERMETHRIN 92 TC,Pestisida lain-lain
2646,HIT 12.38 LV,Insektisida
2647,APRISID 25 WP,Insektisida
2648,PILARGOLA 400 SC,Herbisida
2649,PROMASIDA SL,Fungisida
2650,"MANIC 62,5 WG ",Fungisida
2651,CHIPS SC,Fungisida
2652,TRYMEXYL 8/64 WP,Fungisida
2653,RAIQUAT 276 SL,Herbisida
2654,BADAX 400 SC,Herbisida
2655,ALCAN 375 SC,Insektisida
2656,ASTERTRIN 250 EC,Insektisida
2657,METFURON 20 WG,Herbisida
2658,PROMOJOSS 300 EC,Insektisida
2659,HI-ZEB 80 WP,Fungisida
2660,Mega 9 865 SL,Herbisida
2661,KENLATE 50 WP,Fungisida
2662,Beta Siflutrin 96.5 TC,Insektisida
2663,GENERALLY 25 WP,Herbisida
2664,Omacide 30 IPBC Industrial Fungicide ,Fungisida
2665,METPLUS 40 SP,Insektisida
2666,NEOFRON 60 SC,Insektisida
2667,CORONA PRIMA 325 SC,Fungisida
2668,GOTANI 50 WP ,Fungisida
2669,"ALPHATECH 240/4,25 SL",Herbisida
2670,PROMOTOP 531 SL,Herbisida
2671,ACQURA 500 EC,Insektisida
2672,DACOMIN 865 SL,Herbisida
2673,BM MASCONIL 50 SC,Insektisida
2674,PRIMABEST 150 SL,Herbisida
2675,TRIKLOPIR BUTOTIL 95 TC,Herbisida
2676,DHARMASAN 600 EC,Insektisida
2677,ACTICIDE SPX,Fungisida
2678,PARAMOUNT 50 WP,Insektisida
2679,TOPREL 480 SL,Zat Pengatur Tumbuh Tanaman
2680,ET-UPSTAR 480 SL,Herbisida
2681,OMNI-XONE 276 SL,Herbisida
2682,FOLIO GOLD 440 SC,Fungisida
2683,MAWSON 160/5 SL,Herbisida
2684,VALETUDO 600 SC,Insektisida
2685,OPUS 125 SC,Fungisida
2686,KEN-PRO 250 EC ,Fungisida
2687,ZIVILIA 125/300 SE,Fungisida
2688,GIBAS 240 SL,Herbisida
2689,INCIPIO 200 SC,Insektisida
2690,ALMERON 200/60/40 OD,Herbisida
2691,IMIDACLOPRID 94 TC,Insektisida
2692,BRANTAXONE 276 SL*,Herbisida
2693,MANZO BIR 80 WP,Fungisida
2694,TWINSTAR XTRA 50/25 WG,Fungisida
2695,ZETA 15 UL,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2696,SUDAHLARIS 240 SL,Herbisida
2697,AMPANG 240 SL,Herbisida
2698,AVENGER 50 SC,Bahan pengawet kayu
2699,MERPAN 80 WG,Fungisida
2700,RAYDOCK 55 EC,Insektisida
2701,FUSILADE FORTE 150 EC,Herbisida
2702,Mortein 0.0075 MC,Pestisida Rumah Tangga
2703, UNICOR M 70 WG ,Herbisida
2704,ERKATRIN 100 EC,Insektisida
2705,BUMP 25/40 WP,Fungisida
2706,PRYLLA 80 WP,Herbisida
2707,AGROKOL 70 WP,Fungisida
2708,HARMETRY 50 WG,Herbisida
2709,ROLIXONE 276 SL*,Herbisida
2710,CYCAT 50 EC,Insektisida
2711,TIDAL 5 WP,Insektisida
2712,PARAQUAT DICHLORIDE 42 TC,Herbisida
2713,SOMBRERO 600 FS,Insektisida
2714,CENTADOR 10 WP,Insektisida
2715,EMMAMECTIN BENZOATE 95 TC,Insektisida
2716,OKEXONE 138 SL*,Herbisida
2717,VENATOR 550 SC,Herbisida
2718,SPRINTER 150 SL ,Herbisida
2719,SOLUSI 865 SL,Herbisida
2720,ORCA 480 SL,Herbisida
2721,WHIMAS 1 RB,Pestisida Rumah Tangga
2722,NEMISPOR 80 WP,Fungisida
2723,BENFURON 12/18 WP,Herbisida
2724,METHOMYL 97 TC,Insektisida
2725,HIT 2.8 LV,Pestisida Rumah Tangga
2726,AGROKOL 70 WP,Fungisida
2727,MANCO 80 WP,Fungisida
2728,ONE PUSH VAPE 4.6 AE,Pestisida Rumah Tangga
2729,ASMEC 36 EC,Insektisida
2730,BETAMIX 470 EC,Insektisida
2731,BREEZE 270/120 SL ,Herbisida
2732,Tecam 80 WG,Insektisida
2733,VERPECTION 400 EC,Insektisida
2734,ROTEEN 75 SP,Insektisida
2735,PRIMA-RICE 400 SC,Herbisida
2736,CYPERMETHRIN 92 TC,Pestisida lain-lain
2737,VAPE 0.26 AE,Pestisida Rumah Tangga
2738,ROZA 550 EC,Insektisida
2739,EMCINDO 500 EC,Insektisida
2740,TIFLO 80 WG ,Fungisida
2741,TRIDASAN 600 EC,Insektisida
2742,BAYLUSCIDE 250 EC,Moluskisida
2743,SPEC-TRUP 550 SC,Fungisida
2744,FANATOP 288 SL,Herbisida
2745,RIP 200 EC,Insektisida
2746,HIT EXPERT 0.28 AE,Pestisida Rumah Tangga
2747,Proxel 106 Preservative ,Pestisida lain-lain
2748,ABATE HOME 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2749,BAYGEST 40 SL,Zat Pengatur Tumbuh Tanaman
2750,ROKANTHION 1200 UL,Pestisida Pengendalian Vektor Penyakit Pada Manusia
2751,PARAQUAT DICHLORIDE 42 TC,Herbisida
2752,Kocide 54 WG,Fungisida
2753,QUINXONE 300 SL ,Herbisida
2754,PINAMEC 20 EC,Insektisida
2755,Zinc Omadine Antimicrobial,Bakterisida
2756,Proxel 106 Preservative,Pestisida lain-lain
2757,SULFO-GAS 99.8 LG*,Fumigan
2758,Abamectin 95 TC ,Insektisida
2759,MADI 250 SC,Fungisida
2760,SIPERMETRIN 94 TC,Insektisida
2761,OXAMYL 10 GR,Insektisida
2762,SALERON UP 380/5 SL,Herbisida
2763,WORTHIDE XTRA 30/30 WG,Insektisida
2764,X-SILLER 550 EC,Insektisida
2765,BANKILL 600/60 EC,Insektisida
2766,TRIZIN 35 WP,Insektisida
2767,BLUETAN 60 WP,Moluskisida
2768,KARROLIE 400 EC,Insektisida
2769,CYPIRAN 12.5 WP,Insektisida
2770,HIPPO 48 WP,Insektisida
2771,TIKAM 50 EC,Insektisida
2772,FARMECTIN 36 EC,Insektisida
2773,AGENT 50 SC,Insektisida
2774,VAPE 12.1 LV,Pestisida Rumah Tangga
2775,REZIM 90 WG ,Herbisida
2776,HIT EXPERT 0.06 FU,Pestisida Rumah Tangga
2777,AMCOFUR 20 WP,Herbisida
2778,INFINITO 687.5 SC,Fungisida
2779,MOURINHO 276 SL,Herbisida
2780,PIRAKLO 250 EC,Fungisida
2781,TRIDAZOL 150/150 EC,Fungisida
2782,BUZZER 500 EC,Insektisida
2783,CORIDOR 250 EC,Fungisida
2784,KOVINPLUS 80 P,Rodentisida
2785,ROZA 550 EC,Insektisida
2786,NITENPYRAM 95 TC,Insektisida
2787,PORDIE-6 865 SL,Herbisida
2788,NEO PILARQUAT 137 SL*,Herbisida
2789,MICROCARE ® CPBZ,Fungisida
2790,CISBAN 500 EC,Insektisida
2791,BRODIFACOUM 0.5 TK,Rodentisida
2792,STARFAT 80 SP,Insektisida
2793,PRIMA-BLAS 125/400 SE,Fungisida
2794,SAGRI-GREAT 60 EC,Insektisida
2795,SIBUTOX 6 GR,Moluskisida
2796,VULGAR 865 SL,Herbisida
2797,PROPOXUR 100 EC,Insektisida
2798,WOODPRO 50 EC,Bahan pengawet kayu
2799,AVOCET 250 SC,Zat Pengatur Tumbuh Tanaman
2800,SULFARON 200/50 EC,Insektisida
2801,IPA GLYPHOSATE 62 TC,Herbisida
2802,DOST 330 EC,Herbisida
2803,CORIDA 50 SC,Fungisida
2804,VIVO 100 EC,Insektisida
2805,MAJESTIC 80 WP,Fungisida
2806,RUDOR 5 WP,Insektisida
2807,NEWTEC 300 SC,Fungisida
2808,FEROMON-EXI,Atraktan / Feromon
2809,COWIN 550 EC,Insektisida
2810,KIA Up 500 SL,Herbisida
2811,NOBELS 485 SL,Herbisida
2812,PRIMAXONE ULTRA 300 SL*,Herbisida
2813,FARMECTIN 36 EC,Insektisida
2814,ALMIX 247 ZC,Insektisida
2815,GERHANA 865 SL,Herbisida
2816,SANTAQUAT 276 SL*,Herbisida
2817,INNOMAN ® CLA,Bakterisida
2818,HYENA 36 EC,Insektisida
2819,VORTEX 540 SL,Herbisida
2820,HIT 1.7 MV,Pestisida Rumah Tangga
2821,NATIVO 75 WG,Fungisida
2822,METARIZEP WP,Insektisida
2823,MORELA 730 SL,Fungisida
2824,FERO LANAS,Atraktan / Feromon
2825,CLINCHER 100 EC,Herbisida
2826,LANCER,Insektisida
2827,ROSHO 28 WP,Herbisida
2828,PLENARIS 200 FS,Fungisida
2829,EPOKSTAR 80 WG,Fungisida
2830,RASENGAN 490 SL,Herbisida
2831,SAAF 75 WP,Fungisida
2832,ENREKA 100 EC,Insektisida
2833,ZOLE 250 EC,Fungisida
2834,NAKARAZ 490 SL,Herbisida
2835,DKTIRAM 70 WG ,Fungisida
